Date,Apv,Bpv,Cpv,Dpv,Epv,Fpv,Gpv,Hpv,NEWpv,,,,,,,,,,
2017-08-01-7,1.96,1.96,2.05,1.99,1.98,1.94,1.81,2.11,1.79,,,,,,,,,,
2017-08-01-8,3.93,3.70,4.09,3.63,3.73,3.85,3.74,3.58,3.82,,,,,,,,,,
2017-08-01-9,6.25,6.48,5.67,6.11,6.71,6.43,5.80,6.49,6.52,,,,,,,,,,
2017-08-01-10,7.32,7.96,7.07,6.61,7.05,7.91,7.41,7.14,7.30,,,,,,,,,,
2017-08-01-11,7.51,6.79,8.00,7.01,7.23,7.94,7.37,8.22,6.87,,,,,,,,,,
2017-08-01-12,9.59,9.46,10.47,8.66,8.69,9.67,10.34,10.33,8.70,,,,,,,,,,
2017-08-01-13,7.75,8.02,7.25,7.68,7.36,7.59,7.01,8.45,7.98,,,,,,,,,,
2017-08-01-14,8.63,9.02,8.74,8.16,9.00,8.89,8.10,8.41,8.79,,,,,,,,,,
2017-08-01-15,6.96,6.71,7.11,7.25,7.30,7.22,6.63,7.30,7.40,,,,,,,,,,
2017-08-01-16,5.37,5.49,5.74,5.40,5.19,5.43,4.96,5.46,5.74,,,,,,,,,,
2017-08-01-17,3.17,3.48,3.23,3.45,3.16,3.46,2.97,2.88,3.41,,,,,,,,,,
2017-08-01-18,0.95,0.97,0.97,0.96,1.02,0.95,0.95,0.92,0.92,,,,,,,,,,
2017-08-01-19,0.05,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.06,,,,,,,,,,
2017-08-01-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-01-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-01-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-01-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-02-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-02-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-02-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-02-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-02-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-02-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-02-6,0.42,0.45,0.38,0.46,0.42,0.38,0.46,0.43,0.44,,,,,,,,,,
2017-08-02-7,2.31,2.21,2.36,2.13,2.10,2.17,2.46,2.24,2.51,,,,,,,,,,
2017-08-02-8,5.02,5.08,5.38,4.56,4.64,5.10,5.18,5.22,5.48,,,,,,,,,,
2017-08-02-9,6.75,7.26,6.13,6.32,6.35,6.37,7.34,6.57,6.90,,,,,,,,,,
2017-08-02-10,8.60,9.23,8.67,9.44,7.85,8.36,8.90,9.17,9.35,,,,,,,,,,
2017-08-02-11,8.03,7.49,7.71,7.92,7.88,8.52,8.53,8.34,8.28,,,,,,,,,,
2017-08-02-12,8.36,7.94,8.12,8.14,8.80,7.97,8.16,7.62,8.69,,,,,,,,,,
2017-08-02-13,8.64,8.33,8.84,8.73,9.00,7.79,8.10,7.90,7.96,,,,,,,,,,
2017-08-02-14,8.67,8.22,9.10,8.25,8.37,9.32,8.07,8.23,7.87,,,,,,,,,,
2017-08-02-15,7.65,7.86,8.18,6.94,7.86,7.93,8.01,7.92,8.01,,,,,,,,,,
2017-08-02-16,5.69,5.41,5.41,5.69,5.72,5.60,6.04,5.58,5.94,,,,,,,,,,
2017-08-02-17,3.26,3.06,3.53,3.20,3.56,3.28,3.32,3.07,3.37,,,,,,,,,,
2017-08-02-18,1.00,0.98,1.10,1.03,1.08,1.01,0.93,0.94,1.08,,,,,,,,,,
2017-08-02-19,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,,,,,,,,,,
2017-08-02-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-02-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-02-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-02-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-03-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-03-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-03-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-03-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-03-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-03-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-03-6,0.34,0.36,0.34,0.33,0.33,0.34,0.34,0.32,0.31,,,,,,,,,,
2017-08-03-7,2.41,2.24,2.47,2.28,2.46,2.56,2.22,2.41,2.29,,,,,,,,,,
2017-08-03-8,5.03,4.77,4.56,4.62,4.98,4.89,5.37,5.39,5.44,,,,,,,,,,
2017-08-03-9,7.41,7.48,7.14,7.03,7.31,7.08,7.99,7.64,7.55,,,,,,,,,,
2017-08-03-10,9.06,8.33,8.95,9.61,9.38,8.87,8.48,8.45,9.76,,,,,,,,,,
2017-08-03-11,8.97,8.40,8.61,8.43,9.20,9.49,8.49,9.26,9.20,,,,,,,,,,
2017-08-03-12,9.37,9.59,9.52,9.98,10.04,10.25,9.09,8.59,9.21,,,,,,,,,,
2017-08-03-13,9.39,9.83,8.97,10.22,9.81,9.90,9.61,8.73,9.29,,,,,,,,,,
2017-08-03-14,8.52,8.22,9.05,8.95,7.71,9.12,7.81,8.33,7.80,,,,,,,,,,
2017-08-03-15,6.83,6.50,6.88,6.40,6.42,7.37,6.18,6.25,7.26,,,,,,,,,,
2017-08-03-16,5.38,5.74,5.46,5.56,5.08,4.98,5.91,5.03,5.56,,,,,,,,,,
2017-08-03-17,3.18,3.11,3.11,3.07,3.10,2.90,3.25,2.92,3.10,,,,,,,,,,
2017-08-03-18,0.96,0.93,1.02,0.97,0.98,1.02,1.00,0.96,0.97,,,,,,,,,,
2017-08-03-19,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,,,,,,,,,,
2017-08-03-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-03-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-03-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-03-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-04-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-04-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-04-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-04-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-04-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-04-5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,
2017-08-04-6,0.46,0.50,0.46,0.50,0.47,0.46,0.47,0.43,0.42,,,,,,,,,,
2017-08-04-7,2.08,2.14,1.96,1.90,2.11,2.16,2.05,2.23,1.99,,,,,,,,,,
2017-08-04-8,4.81,5.08,4.62,4.90,5.18,5.22,5.27,5.25,5.02,,,,,,,,,,
2017-08-04-9,6.21,6.52,5.69,6.09,5.67,6.60,5.76,5.82,5.90,,,,,,,,,,
2017-08-04-10,7.24,7.80,7.94,6.72,7.07,7.75,7.60,7.79,7.05,,,,,,,,,,
2017-08-04-11,6.10,6.31,5.74,6.00,6.33,6.14,6.32,6.07,6.59,,,,,,,,,,
2017-08-04-12,6.43,6.18,6.44,5.92,6.69,6.14,7.04,6.16,6.12,,,,,,,,,,
2017-08-04-13,8.97,9.40,8.29,9.47,8.70,8.21,8.22,9.71,9.58,,,,,,,,,,
2017-08-04-14,8.30,8.31,9.12,7.60,7.79,8.41,8.05,7.97,8.71,,,,,,,,,,
2017-08-04-15,7.59,7.68,7.26,6.99,7.15,7.27,7.01,7.97,7.45,,,,,,,,,,
2017-08-04-16,5.61,5.09,5.29,5.99,5.32,5.34,5.87,5.82,5.63,,,,,,,,,,
2017-08-04-17,3.04,3.28,3.18,2.94,3.11,2.75,2.74,3.15,2.75,,,,,,,,,,
2017-08-04-18,0.74,0.81,0.70,0.68,0.81,0.71,0.76,0.80,0.69,,,,,,,,,,
2017-08-04-19,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,
2017-08-04-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-04-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-04-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-04-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-05-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-05-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-05-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-05-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-05-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-05-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-05-6,0.32,0.34,0.32,0.29,0.33,0.33,0.33,0.29,0.34,,,,,,,,,,
2017-08-05-7,1.99,1.86,1.88,1.81,1.79,2.10,2.08,1.88,1.89,,,,,,,,,,
2017-08-05-8,4.80,5.22,5.06,5.20,4.35,4.36,4.49,4.47,5.26,,,,,,,,,,
2017-08-05-9,6.49,5.86,6.70,6.49,6.35,6.71,6.65,6.65,7.11,,,,,,,,,,
2017-08-05-10,8.77,9.45,9.51,9.58,8.47,9.22,8.61,9.57,8.48,,,,,,,,,,
2017-08-05-11,8.90,8.23,9.71,9.29,9.39,9.61,9.78,8.56,9.66,,,,,,,,,,
2017-08-05-12,8.93,9.48,8.69,9.69,9.40,8.17,8.09,8.50,9.14,,,,,,,,,,
2017-08-05-13,8.93,8.41,9.21,9.11,8.28,8.80,8.21,9.70,8.30,,,,,,,,,,
2017-08-05-14,8.26,7.84,8.16,7.88,8.02,8.14,8.43,8.86,8.99,,,,,,,,,,
2017-08-05-15,5.91,5.80,5.75,6.22,5.64,5.59,5.86,5.93,6.14,,,,,,,,,,
2017-08-05-16,5.22,5.07,5.15,4.92,5.32,5.13,5.42,4.71,5.35,,,,,,,,,,
2017-08-05-17,1.96,2.03,1.86,2.11,1.84,2.14,1.78,1.87,1.77,,,,,,,,,,
2017-08-05-18,0.27,0.25,0.27,0.30,0.27,0.25,0.25,0.26,0.29,,,,,,,,,,
2017-08-05-19,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,,,,,,,,,,
2017-08-05-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-05-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-05-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-05-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-06-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-06-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-06-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-06-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-06-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-06-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-06-6,0.37,0.38,0.35,0.35,0.37,0.38,0.35,0.35,0.40,,,,,,,,,,
2017-08-06-7,2.26,2.24,2.25,2.48,2.04,2.43,2.05,2.17,2.22,,,,,,,,,,
2017-08-06-8,3.74,3.58,3.72,3.63,4.04,3.98,3.90,3.65,3.71,,,,,,,,,,
2017-08-06-9,7.14,6.61,7.27,7.19,6.61,7.66,7.37,6.43,7.52,,,,,,,,,,
2017-08-06-10,7.44,7.61,6.81,6.73,6.90,7.89,7.33,7.61,8.17,,,,,,,,,,
2017-08-06-11,6.38,5.93,5.84,5.77,6.78,6.27,6.07,6.21,6.63,,,,,,,,,,
2017-08-06-12,7.06,6.72,7.08,6.93,7.38,6.99,6.65,7.16,6.50,,,,,,,,,,
2017-08-06-13,7.80,7.42,8.50,8.45,7.56,7.87,7.36,8.19,8.37,,,,,,,,,,
2017-08-06-14,6.59,7.10,7.18,6.72,6.02,6.80,6.17,6.51,6.80,,,,,,,,,,
2017-08-06-15,4.37,4.35,4.04,4.16,4.34,4.09,4.49,4.48,4.16,,,,,,,,,,
2017-08-06-16,5.67,6.21,5.91,5.29,6.00,5.92,6.10,5.88,5.30,,,,,,,,,,
2017-08-06-17,2.48,2.71,2.53,2.35,2.61,2.45,2.43,2.24,2.49,,,,,,,,,,
2017-08-06-18,0.62,0.64,0.57,0.56,0.60,0.64,0.67,0.68,0.56,,,,,,,,,,
2017-08-06-19,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.03,,,,,,,,,,
2017-08-06-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-06-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-06-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-06-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-07-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-07-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-07-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-07-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-07-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-07-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-07-6,0.34,0.31,0.33,0.34,0.34,0.34,0.36,0.34,0.36,,,,,,,,,,
2017-08-07-7,2.06,2.08,2.15,2.24,2.02,2.04,2.15,2.10,1.93,,,,,,,,,,
2017-08-07-8,3.24,3.19,3.55,3.38,3.12,3.04,3.12,3.35,3.28,,,,,,,,,,
2017-08-07-9,5.77,5.70,5.74,5.61,5.53,5.65,6.02,5.51,6.35,,,,,,,,,,
2017-08-07-10,6.89,6.60,7.24,7.43,6.30,7.50,6.59,6.48,6.28,,,,,,,,,,
2017-08-07-11,7.83,8.28,7.52,7.85,7.54,8.00,8.23,8.49,7.67,,,,,,,,,,
2017-08-07-12,8.94,8.47,9.01,9.42,9.19,9.28,8.94,8.74,8.47,,,,,,,,,,
2017-08-07-13,8.93,9.78,8.64,9.66,8.92,8.81,9.12,8.41,8.37,,,,,,,,,,
2017-08-07-14,8.74,8.14,8.32,8.51,7.90,8.52,7.93,7.87,9.48,,,,,,,,,,
2017-08-07-15,7.12,7.79,7.70,7.56,6.76,7.08,7.21,6.89,6.45,,,,,,,,,,
2017-08-07-16,5.31,5.28,5.22,4.90,5.06,4.86,5.37,5.69,5.42,,,,,,,,,,
2017-08-07-17,2.81,2.89,2.61,2.95,2.93,2.99,2.91,2.89,2.66,,,,,,,,,,
2017-08-07-18,0.81,0.81,0.88,0.89,0.75,0.73,0.81,0.76,0.87,,,,,,,,,,
2017-08-07-19,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,,,,,,,,,,
2017-08-07-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-07-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-07-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-07-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-08-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-08-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-08-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-08-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-08-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-08-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-08-6,0.30,0.29,0.29,0.30,0.28,0.33,0.32,0.29,0.33,,,,,,,,,,
2017-08-08-7,1.56,1.67,1.64,1.59,1.54,1.71,1.58,1.66,1.57,,,,,,,,,,
2017-08-08-8,2.52,2.37,2.67,2.32,2.63,2.30,2.36,2.42,2.75,,,,,,,,,,
2017-08-08-9,3.41,3.61,3.49,3.71,3.48,3.08,3.23,3.16,3.60,,,,,,,,,,
2017-08-08-10,5.05,5.32,5.22,5.06,5.32,4.99,4.80,5.50,5.05,,,,,,,,,,
2017-08-08-11,7.67,7.24,8.33,7.78,6.93,7.64,7.84,7.91,7.10,,,,,,,,,,
2017-08-08-12,5.07,5.41,4.83,5.39,5.36,5.21,4.98,4.81,5.23,,,,,,,,,,
2017-08-08-13,2.10,1.98,2.05,1.94,1.94,2.10,2.14,2.25,1.96,,,,,,,,,,
2017-08-08-14,2.67,2.61,2.59,2.90,2.75,2.59,2.50,2.66,2.84,,,,,,,,,,
2017-08-08-15,1.70,1.75,1.67,1.71,1.62,1.73,1.82,1.58,1.84,,,,,,,,,,
2017-08-08-16,0.66,0.67,0.63,0.70,0.66,0.69,0.73,0.72,0.64,,,,,,,,,,
2017-08-08-17,0.26,0.25,0.26,0.24,0.27,0.28,0.24,0.27,0.26,,,,,,,,,,
2017-08-08-18,0.12,0.12,0.11,0.11,0.13,0.12,0.12,0.11,0.13,,,,,,,,,,
2017-08-08-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-08-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-08-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-08-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-08-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-09-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-09-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-09-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-09-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-09-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-09-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-09-6,0.36,0.35,0.34,0.36,0.36,0.33,0.38,0.34,0.35,,,,,,,,,,
2017-08-09-7,1.70,1.80,1.59,1.85,1.83,1.59,1.67,1.68,1.59,,,,,,,,,,
2017-08-09-8,2.72,2.97,2.54,2.56,2.77,2.49,2.83,2.92,2.46,,,,,,,,,,
2017-08-09-9,2.81,2.61,2.86,2.61,2.90,2.67,2.71,2.72,2.76,,,,,,,,,,
2017-08-09-10,6.83,6.94,6.33,6.35,6.50,7.27,7.48,7.10,6.17,,,,,,,,,,
2017-08-09-11,7.06,7.32,6.44,7.52,6.79,6.94,6.67,7.50,7.54,,,,,,,,,,
2017-08-09-12,8.89,9.64,8.19,8.73,8.57,9.07,8.45,9.60,9.16,,,,,,,,,,
2017-08-09-13,5.34,5.43,5.09,4.93,5.04,5.39,5.02,5.17,5.87,,,,,,,,,,
2017-08-09-14,9.28,9.35,9.39,9.19,10.09,8.66,9.43,10.10,9.85,,,,,,,,,,
2017-08-09-15,6.84,6.57,6.49,7.11,7.36,6.20,7.48,7.07,6.85,,,,,,,,,,
2017-08-09-16,3.37,3.09,3.41,3.54,3.51,3.15,3.19,3.46,3.53,,,,,,,,,,
2017-08-09-17,1.92,1.95,2.10,1.88,1.82,1.85,1.79,1.99,1.93,,,,,,,,,,
2017-08-09-18,0.58,0.58,0.63,0.59,0.56,0.58,0.56,0.56,0.59,,,,,,,,,,
2017-08-09-19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,
2017-08-09-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-09-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-09-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-09-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-10-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-10-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-10-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-10-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-10-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-10-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-10-6,0.34,0.32,0.36,0.32,0.32,0.35,0.33,0.36,0.36,,,,,,,,,,
2017-08-10-7,1.78,1.76,1.71,1.89,1.66,1.77,1.74,1.70,1.94,,,,,,,,,,
2017-08-10-8,3.44,3.46,3.69,3.33,3.63,3.11,3.78,3.35,3.46,,,,,,,,,,
2017-08-10-9,5.10,4.87,4.86,5.54,5.13,5.02,5.08,4.73,4.85,,,,,,,,,,
2017-08-10-10,5.93,6.20,5.74,6.38,6.51,5.66,5.91,5.44,5.55,,,,,,,,,,
2017-08-10-11,6.96,7.02,7.01,7.10,6.40,6.55,6.62,6.65,7.22,,,,,,,,,,
2017-08-10-12,9.40,8.90,10.12,9.29,9.95,8.80,8.69,9.98,8.85,,,,,,,,,,
2017-08-10-13,9.15,8.38,8.63,8.94,8.99,8.53,8.62,9.90,9.51,,,,,,,,,,
2017-08-10-14,8.79,8.99,8.75,8.58,8.47,9.40,8.03,8.81,8.10,,,,,,,,,,
2017-08-10-15,8.57,8.53,8.95,8.15,8.53,8.90,9.25,8.58,8.62,,,,,,,,,,
2017-08-10-16,6.00,6.14,5.91,6.44,5.93,5.46,5.84,5.59,6.17,,,,,,,,,,
2017-08-10-17,3.30,3.60,3.26,3.07,3.18,3.56,3.41,3.29,3.08,,,,,,,,,,
2017-08-10-18,0.87,0.88,0.84,0.79,0.84,0.88,0.92,0.92,0.81,,,,,,,,,,
2017-08-10-19,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.03,,,,,,,,,,
2017-08-10-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-10-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-10-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-10-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-11-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-11-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-11-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-11-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-11-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-11-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-11-6,0.39,0.37,0.39,0.39,0.40,0.38,0.38,0.39,0.41,,,,,,,,,,
2017-08-11-7,2.17,2.36,2.37,2.30,2.34,2.01,2.33,1.98,2.39,,,,,,,,,,
2017-08-11-8,4.48,4.67,4.92,4.92,4.44,4.60,4.09,4.30,4.84,,,,,,,,,,
2017-08-11-9,6.49,6.06,6.78,6.20,6.35,7.03,6.38,6.80,7.04,,,,,,,,,,
2017-08-11-10,8.16,8.76,8.78,8.61,7.80,8.83,7.81,8.05,8.24,,,,,,,,,,
2017-08-11-11,8.87,9.74,8.00,8.03,8.90,8.31,9.73,8.61,8.44,,,,,,,,,,
2017-08-11-12,9.18,8.70,8.50,9.41,9.09,9.87,9.68,8.47,10.05,,,,,,,,,,
2017-08-11-13,7.62,7.62,7.15,7.10,7.93,7.44,6.91,7.38,8.18,,,,,,,,,,
2017-08-11-14,8.60,8.48,9.06,7.80,9.22,8.74,7.95,8.27,8.11,,,,,,,,,,
2017-08-11-15,7.68,8.17,6.97,8.24,6.97,8.02,8.31,7.55,7.48,,,,,,,,,,
2017-08-11-16,5.54,5.99,5.16,4.99,5.01,5.44,5.22,5.06,5.94,,,,,,,,,,
2017-08-11-17,2.91,2.82,2.67,3.20,2.71,3.19,2.65,2.82,2.91,,,,,,,,,,
2017-08-11-18,0.89,0.92,0.94,0.93,0.96,0.89,0.86,0.93,0.92,,,,,,,,,,
2017-08-11-19,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,,,,,
