Date,hour,A,B,C,D,E,F,G,H,NEW,Acon,Bcon,Ccon,Dcon,Econ,Fcon,Gcon,Hcon,NEWcon
2017-08-18-6,6,725.76,982.62,1123.2,663.6,116.85,357.57,729.36,933.84,821.52,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-08-18-7,7,861.84,1110.24,1492.8,1233,264.35,405,643.14,807.84,872.28,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-08-18-8,8,858.06,1291.68,1580.4,1330.2,282.2,291.15,788.4,856.17,958.32,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-08-18-9,9,820.8,1484.64,1182,1101.6,343.01,378.27,766.62,938.52,1463.76,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-08-18-10,10,871.2,1637.1,1408.8,1160.4,315.14,312.48,851.4,1000.26,2054.88,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-08-18-11,11,803.7,1691.28,1185.6,1085.4,223.13,393.57,744.66,1000.08,2174.76,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-08-18-12,12,811.44,1758.42,1360.8,999,175.14,207.18,577.98,900.36,2213.64,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-08-18-13,13,841.14,1746,1344,1037.4,271.08,328.23,728.28,961.83,2184.12,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-08-18-14,14,837.72,1806.12,1692,1063.8,272.74,353.07,671.76,1044.27,2189.16,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-08-18-15,15,884.16,1800.54,1554,1191.6,301.86,375.93,713.88,1092.15,2139.12,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-08-18-16,16,910.08,1840.86,1414.2,1119,273.99,297.36,619.56,973.98,2078.28,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-08-18-17,17,966.96,1910.7,1227,1166.4,253.33,246.33,434.7,876.69,2028.24,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-08-18-18,18,1157.04,1946.52,1314.6,990,183.35,283.95,444.06,1042.92,1889.64,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-08-18-19,19,1214.46,2002.5,1083,1082.4,167.14,379.62,410.58,996.66,1700.28,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-08-18-20,20,1295.28,2076.66,1072.2,949.2,164.99,379.8,512.46,896.13,1532.88,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-08-18-21,21,1342.62,2103.84,1084.8,989.4,158.65,534.87,739.62,967.05,1180.44,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-08-18-22,22,1270.08,1992.6,1137,1105.2,142.78,400.95,739.26,987.75,871.2,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-08-18-23,23,1119.06,1826.64,1009.8,717,135.82,379.08,685.98,959.31,847.8,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-08-19-0,0,905.22,1549.8,352.8,330.6,154.37,223.2,590.76,921.87,792,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-08-19-1,1,760.14,1314,402.6,337.8,153.47,209.16,620.46,1005.93,753.48,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-08-19-2,2,681.66,1185.66,336.6,280.2,153.62,420.66,645.48,982.71,755.64,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-08-19-3,3,697.5,1110.42,402,338.4,132.98,328.86,701.1,944.55,742.32,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-08-19-4,4,646.74,1039.86,305.4,325.8,154.26,455.22,428.76,894.51,738,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-08-19-5,5,639.72,1015.02,749.4,592.8,161.29,376.29,716.22,1007.91,730.8,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-08-19-6,6,745.38,1098.9,1090.8,801.6,164.05,482.94,701.1,971.28,752.76,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-08-19-7,7,888.84,1292.4,1193.4,1317,235.77,405.45,594.72,907.92,805.68,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-08-19-8,8,898.92,1362.96,1422.6,1268.4,229.33,367.29,409.5,826.65,889.92,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-08-19-9,9,880.92,1337.94,1321.8,1077,245.45,310.5,396.18,826.74,1272.6,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-08-19-10,10,922.68,1338.48,1262.4,978,324.75,370.26,415.26,810,1813.68,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-08-19-11,11,910.62,1356.12,1501.2,1046.4,307.41,375.57,414,822.69,1870.92,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-08-19-12,12,895.5,1435.5,1484.4,1043.4,141.41,183.69,392.04,805.05,1900.44,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-08-19-13,13,950.94,1443.96,1326,993,315.47,241.47,384.48,806.85,1960.2,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-08-19-14,14,957.96,1505.52,1815.6,993,348.62,344.52,337.86,793.26,1955.16,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-08-19-15,15,978.84,1500.12,1842,1042.8,335.02,336.06,336.24,769.23,1953.36,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-08-19-16,16,1000.62,1580.04,1614.6,946.8,307.37,323.46,258.12,782.55,1949.04,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-08-19-17,17,1035.18,1675.98,1398.6,954.6,313.63,386.37,136.8,863.01,1784.88,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-08-19-18,18,1189.62,1867.32,1467,1042.8,194.03,433.17,136.98,840.87,1699.2,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-08-19-19,19,1258.56,1994.58,1337.4,1088.4,186.29,345.69,131.4,698.67,1580.4,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-08-19-20,20,1309.14,2093.76,1276.8,968.4,174.6,466.83,131.94,627.03,1489.32,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-08-19-21,21,1304.46,2062.8,1254.6,989.4,158.65,367.74,131.58,601.56,1124.28,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-08-19-22,22,1292.4,1943.46,1213.2,1104.6,153.97,326.25,131.4,601.38,806.04,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-08-19-23,23,1199.52,1803.78,1041.6,741,154.22,419.76,130.14,655.29,777.6,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-08-20-0,0,1014.84,1538.28,695.4,334.2,149.59,226.26,130.68,652.14,748.8,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-08-20-1,1,858.24,1353.06,394.2,351.6,146.2,199.62,130.68,683.82,742.68,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-08-20-2,2,756,1192.32,304.2,285,136.65,367.38,131.58,583.2,739.08,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-08-20-3,3,750.78,1106.28,342.6,330.6,161.13,434.16,131.04,608.04,750.24,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-08-20-4,4,688.68,1057.14,312.6,306,160.05,409.23,131.58,627.39,747.36,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-08-20-5,5,652.14,1052.82,924,579,159.34,425.25,131.94,588.24,777.24,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-08-20-6,6,713.52,1119.24,1291.8,810,149.15,450.09,130.32,496.71,979.2,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-08-20-7,7,833.58,1336.86,1214.4,1365.6,285.98,389.25,131.58,531.9,1313.64,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-08-20-8,8,986.94,1493.82,1235.4,1338,336.17,359.1,137.7,486.27,2099.88,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-08-20-9,9,1103.94,1521.9,1102.2,1074,359.53,438.21,180.72,479.34,2679.84,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-08-20-10,10,1186.2,1461.06,1300.2,1159.2,330.77,440.82,219.96,469.62,3304.8,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-08-20-11,11,1117.62,1436.4,1257.6,1210.8,198.57,425.79,219.78,494.1,3414.24,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-08-20-12,12,1186.02,1537.74,1383,1168.8,186.19,241.56,221.76,477.99,3229.92,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-08-20-13,13,1195.74,1551.6,953.4,1008,355.61,289.71,212.76,495.99,3417.12,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-08-20-14,14,1199.88,1543.86,1492.2,1110.6,381.27,345.78,211.32,618.21,3395.52,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-08-20-15,15,1258.02,1586.16,1806,1161.6,498.05,410.49,212.76,621.54,3402.72,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-08-20-16,16,1245.06,1650.6,1664.4,1055.4,592.67,369.72,165.96,562.95,3389.04,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-08-20-17,17,1302.84,1708.92,1444.2,1181.4,542.28,441.45,132.48,514.17,3264.12,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-08-20-18,18,1422.54,1860.48,1097.4,1180.2,417.17,349.56,131.04,645.21,2907.36,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-08-20-19,19,1416.42,2033.1,966,1169.4,416.37,410.04,131.76,716.31,2520.72,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-08-20-20,20,1478.88,2091.42,960,1016.4,409.71,481.23,132.3,702.27,2221.2,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-08-20-21,21,1490.58,2093.4,1120.8,1135.2,354.82,491.13,132.66,678.15,1605.24,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-08-20-22,22,1413.36,2023.92,1227.6,1141.8,356.43,470.16,132.84,689.4,1055.88,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-08-20-23,23,1277.64,1896.66,822,728.4,341.45,477.09,131.58,651.42,932.76,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-08-21-0,0,1073.34,1601.46,403.8,338.4,333.72,226.89,131.22,671.67,845.64,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-08-21-1,1,885.78,1387.8,412.2,353.4,365.4,211.59,129.78,691.92,814.32,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-08-21-2,2,788.76,1261.08,340.2,289.8,369.8,429.66,129.96,652.32,806.4,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-08-21-3,3,742.86,1195.74,406.2,312,333.22,453.69,130.32,730.98,810.72,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-08-21-4,4,766.62,1151.46,322.8,273,316.68,360.18,130.68,788.31,830.88,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-08-21-5,5,676.98,1091.88,849.6,565.8,398.99,414.63,129.06,802.35,876.6,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-08-21-6,6,722.52,1139.22,1094.4,726,403.09,482.58,130.14,754.65,1050.84,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-08-21-7,7,845.28,1292.58,1467,1381.2,402.98,466.92,326.7,810,1335.96,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-08-21-8,8,1014.48,1397.52,1699.8,855,393.91,368.37,840.96,893.07,2002.32,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-08-21-9,9,1179,1369.8,1555.2,1081.2,364.28,407.34,806.04,768.24,2625.84,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-08-21-10,10,1296.36,1342.8,1540.2,1191,346.31,467.55,833.58,774.09,3229.2,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-08-21-11,11,1258.92,1350.9,1146,1209,347.22,363.87,805.14,771.39,3379.68,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-08-21-12,12,1304.28,1410.12,1447.2,1028.4,371.45,239.85,643.86,908.91,3208.68,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-08-21-13,13,1361.7,1440.72,1412.4,1053,402.44,340.83,864.72,917.37,3366,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-08-21-14,14,1374.48,1461.78,1698.6,1134.6,321.27,374.22,714.78,808.92,3410.64,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-08-21-15,15,1393.92,1496.16,1143.6,1247.4,337.58,352.08,814.32,850.86,3384,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-08-21-16,16,1485,1492.38,1069.8,1117.8,402.45,287.64,648.9,870.75,3342.24,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-08-21-17,17,1540.44,1591.02,1203.6,1330.8,399.17,317.43,448.2,765,3178.08,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-08-21-18,18,1674.36,1774.62,1461.6,1225.2,393.05,349.65,454.86,786.78,2832.12,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-08-21-19,19,1679.4,1965.78,1231.8,1213.2,395.18,452.52,448.02,755.73,2516.04,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-08-21-20,20,1740.42,2072.7,1119,1024.8,375.65,459.54,554.22,929.25,2218.68,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-08-21-21,21,1704.6,2061.54,1174.8,1007.4,414.72,500.49,734.58,951.57,1599.12,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-08-21-22,22,1594.44,1933.38,1197.6,999,417.67,396.36,739.98,899.55,1073.16,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-08-21-23,23,1345.86,1747.08,814.2,603.6,423.5,361.08,746.82,798.93,981.72,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-08-22-0,0,1087.74,1520.64,416.4,356.4,303.09,214.92,611.82,994.68,918.72,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-08-22-1,1,938.34,1319.22,429,375,403.96,199.35,770.94,1017.36,860.4,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-08-22-2,2,847.62,1219.86,372,303,417.67,441.09,733.86,783.45,857.52,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-08-22-3,3,845.64,1116,406.2,373.8,386.03,399.24,736.02,803.25,872.28,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-08-22-4,4,818.64,1055.16,348,328.2,337.54,405.27,431.1,945.09,848.88,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-08-22-5,5,770.22,1046.16,702.6,587.4,385.27,442.98,714.24,993.24,844.56,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-08-22-6,6,874.08,1121.58,1078.8,767.4,318.09,412.11,702,801.45,1019.88,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-08-22-7,7,1009.08,1345.68,1425.6,1449,464.25,363.87,715.86,850.32,1283.4,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-08-22-8,8,1001.52,1455.3,1713,1230,481.88,329.76,881.1,1051.47,1920.6,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-08-22-9,9,954.36,1422.36,1310.4,1042.2,464.11,353.97,803.52,987.12,2574,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-08-22-10,10,1008.36,1354.5,1504.8,1076.4,504.8,349.56,841.32,909.09,3269.88,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-08-22-11,11,968.76,1379.16,1598.4,1305,537.52,303.39,816.3,884.34,3449.52,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-08-22-12,12,1049.04,1434.06,1332,1206.6,384.01,197.82,630.72,953.01,3313.8,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-08-22-13,13,1124.28,1424.16,1537.8,1144.2,577.73,312.66,831.42,1010.43,3467.88,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-08-22-14,14,1155.42,1441.08,1797,1284,573.55,317.88,782.64,902.7,3427.92,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-08-22-15,15,1164.42,1430.82,1530,1161.6,599.14,294.39,748.62,899.82,3385.44,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-08-22-16,16,1170.54,1487.7,1491.6,1053,512.96,280.53,731.7,931.14,3360.96,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-08-22-17,17,1229.4,1586.88,1170.6,1210.8,553.61,327.15,580.32,944.46,3295.44,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-08-22-18,18,1436.58,1718.1,1121.4,1351.2,420.05,334.98,614.34,908.91,2861.28,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-08-22-19,19,1575.36,1919.16,1327.2,1253.4,418.54,367.29,601.92,858.69,2426.76,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-08-22-20,20,1737.72,1975.32,1069.8,968.4,411.74,391.23,584.1,916.11,2163.6,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-08-22-21,21,1727.82,2023.56,1099.8,989.4,406.94,401.67,788.04,971.37,1626.12,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-08-22-22,22,1621.98,1938.78,1171.2,1222.2,367.09,391.05,756.72,880.65,1089.36,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-08-22-23,23,1401.3,1800.18,908.4,748.8,374.04,412.11,676.62,873.09,951.84,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-08-23-0,0,1167.48,1553.76,445.2,360,379.54,205.83,601.74,884.88,870.12,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-08-23-1,1,991.62,1360.8,438,400.2,398.8,215.01,720,887.4,826.56,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-08-23-2,2,891.36,1206.54,350.4,304.2,326.8,397.53,747.9,879.39,839.16,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-08-23-3,3,841.32,1120.86,406.8,372.6,356.62,351.99,673.2,806.22,830.88,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-08-23-4,4,851.94,1070.1,351,332.4,324.51,420.93,450.54,896.76,855,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-08-23-5,5,783.9,1063.62,821.4,615.6,191.12,374.49,726.84,943.47,883.08,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-08-23-6,6,892.26,1130.4,1062,809.4,402.87,314.55,707.4,909.9,1064.16,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-08-23-7,7,1083.24,1325.7,1303.2,1492.8,351.83,350.55,686.88,913.14,1329.12,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-08-23-8,8,1172.34,1518.84,1521,1323,156.68,364.23,855.18,996.39,1984.68,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-08-23-9,9,1131.84,1520.46,1411.8,905.4,149.97,295.74,806.94,1016.37,2619.72,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-08-23-10,10,1136.16,1460.52,1714.2,1054.8,263.52,280.62,782.1,1028.43,3240.72,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-08-23-11,11,1084.14,1466.28,1897.2,1197.6,553.54,256.77,650.16,1059.75,3371.76,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-08-23-12,12,1127.52,1526.58,1722,1214.4,399.7,167.76,554.94,959.67,3253.32,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-08-23-13,13,1182.6,1523.88,1416,1052.4,510.83,247.77,654.48,974.7,3363.48,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-08-23-14,14,1204.02,1501.56,1458,1189.8,429.91,249.48,609.84,1038.6,3392.64,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-08-23-15,15,1176.48,1512.9,1855.2,1279.2,599.14,240.48,640.8,1117.53,3384.36,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-08-23-16,16,1165.14,1593.36,1735.2,1116,512.96,332.1,503.28,957.51,3328.92,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-08-23-17,17,1266.48,1650.6,1412.4,1227.6,553.61,100.35,302.22,896.22,3266.64,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-08-23-18,18,1448.1,1802.34,1486.2,1437,420.05,67.68,328.68,960.84,2854.8,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-08-23-19,19,1534.68,1909.98,1344.6,1377,418.54,54.63,336.6,1015.2,2553.84,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-08-23-20,20,1674,1934.28,1369.2,984.6,411.74,45.45,541.44,1010.16,2239.2,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
