Date,DA,RT,Signal,reg_ccp,reg_pcp
2017-08-25-17,31.48,27.9,-0.48607285,0.83,0
2017-08-25-18,28.6,25.369999,0.28466483,7.4,3.33
2017-08-25-19,25.45,22.270001,0.230486685,5.07,0.86
2017-08-25-20,25.33,24.13,0.222222222,4.75,4.97
2017-08-25-21,23.65,22.949999,0.220079584,1.07,5.13
2017-08-25-22,21.54,19.849999,0.231098867,7.95,4.66
2017-08-25-23,19.63,16.93,-0.053872054,6.62,7.4
2017-08-26-0,17.46,16.49,-0.607897153,9.56,1.02
2017-08-26-1,16.25,19.34,-0.618916437,12.31,1.38
2017-08-26-2,15.56,17.17,-0.604836241,9.85,1.83
2017-08-26-3,15.34,18.49,-0.586470768,8.43,1.26
2017-08-26-4,15.34,17.2,-0.563820018,3.9,8.58
2017-08-26-5,15.46,19.13,0.257728803,13.69,3.63
2017-08-26-6,15.22,19.04,0.290480563,14.46,1.44
2017-08-26-7,16.11,11.22,0.296908479,16.12,2.62
2017-08-26-8,18.45,17.93,0.281297827,15.4,6.42
2017-08-26-9,20.14,20.5,0.216100398,18.02,5.83
2017-08-26-10,21.18,20.579999,0.358126722,17.67,3.4
2017-08-26-11,22.39,23.21,0.279767371,9.22,2.15
2017-08-26-12,23.15,23.8,0.265381084,7.07,5.26
2017-08-26-13,23.81,23.17,0.286195286,14.65,6.33
2017-08-26-14,24.64,23.03,-0.567187022,4.16,3.25
2017-08-26-15,25.61,23.269999,-0.625956535,1.82,2.87
2017-08-26-16,26.29,23.91,-0.625956535,2.2,1.87
2017-08-26-17,26.23,24.49,-0.490664218,3.09,1.75
2017-08-26-18,25.07,24.590001,0.266605448,17.74,6.71
2017-08-26-19,24.27,22.3,0.210590756,7.78,6.36
2017-08-26-20,24.14,23.07,0.215794307,8.35,6.8
2017-08-26-21,22.55,20.7,0.223446587,14.28,6.11
2017-08-26-22,20.35,17.44,0.260177533,19.41,6.44
2017-08-26-23,18.45,18.7,0.243036425,6.34,6.12
2017-08-27-0,17.44,17.87,-0.436179982,7.71,11.21
2017-08-27-1,16.54,20.330001,-0.621671258,11.06,2.03
2017-08-27-2,15.44,17.549999,-0.642179369,6.54,2.63
2017-08-27-3,14.43,16.13,-0.627486991,4.88,0.85
2017-08-27-4,13.47,16.890001,-0.431894705,6.59,1.3
2017-08-27-5,13.11,14.61,0.295071931,7.86,5.12
2017-08-27-6,12.83,10.299999,0.232323232,9.62,5.22
2017-08-27-7,13.82,9.08,0.248546067,15.03,4.4
2017-08-27-8,17.2,16.42,0.287725742,10.5,5.78
2017-08-27-9,18.72,18.48,0.327211509,16.73,6.24
2017-08-27-10,19.97,19.23,0.22681359,5.67,4.22
2017-08-27-11,21.79,20.5,0.285277013,6.09,4.22
2017-08-27-12,23.25,20.63,0.30976431,7.39,2.13
2017-08-27-13,24.27,21.18,0.267829813,13.83,4.09
2017-08-27-14,26.8,21.3,-0.608509336,3.27,7.84
2017-08-27-15,26.43,22.850001,-0.625344353,10.65,2.81
2017-08-27-16,26.77,23,-0.618304255,4.79,2.09
2017-08-27-17,27.39,29.59,-0.543005816,10.75,1.69
2017-08-27-18,26.42,24.84,0.226201408,4.63,6.35
2017-08-27-19,25.68,23.789999,0.217630854,2.73,5.41
2017-08-27-20,26.64,38.540001,0.286195286,44.75,6.23
2017-08-27-21,23.98,22.380001,0.229874503,13.5,5.92
2017-08-27-22,22.01,20.13,0.213345577,4.88,6.32
2017-08-27-23,20.03,19.17,0.164677074,5.2,5.92
2017-08-28-0,18.68,18.190001,-0.639118457,9.7,1.11
2017-08-28-1,18.4,18.31,-0.593510866,8.41,1.84
2017-08-28-2,17.31,16.64,-0.617385981,4.23,1.53
2017-08-28-3,16.94,16.5,-0.617385981,7.56,1.07
2017-08-28-4,17.26,17.029999,-0.556473829,5.8,1.32
2017-08-28-5,18.78,20.09,0.287419651,9.34,4.85
2017-08-28-6,20.18,21.55,0.169574533,17.25,5.49
2017-08-28-7,21.8,20.86,0.252219161,16.05,6.31
2017-08-28-8,23.06,20.6,0.25956535,12.56,6.48
2017-08-28-9,25.34,21.429999,0.280379553,5.68,6.42
2017-08-28-10,26.82,22.140001,0.255586165,12.54,5.45
2017-08-28-11,28.5,22.6,0.351698806,6.07,5.27
2017-08-28-12,29.87,23,0.232935415,8.53,6.02
2017-08-28-13,30.3,23.360001,0.150902969,8.02,4.03
2017-08-28-14,31.48,23.15,-0.636669728,0.05,2.17
2017-08-28-15,32.48,23.92,-0.61463116,0.02,1.97
2017-08-28-16,33.89,24.680001,-0.630547903,1.63,1.33
2017-08-28-17,32.49,23.84,-0.480869299,2.8,1.17
2017-08-28-18,30.42,22.64,0.247627793,0.02,1.78
2017-08-28-19,29.45,22.49,0.232629324,6.11,4.39
2017-08-28-20,29.57,25.2,0.21916131,7.47,6.2
2017-08-28-21,26.33,21.849999,0.246097337,3.76,6.22
2017-08-28-22,22.37,18.949999,0.333945516,4.26,5.29
2017-08-28-23,20.84,17.41,0.164370983,5.7,6.38
2017-08-29-0,18.65,17.21,-0.594123049,5.89,1.42
2017-08-29-1,17.89,17.72,-0.555249464,7.38,8.66
2017-08-29-2,17.46,16.12,-0.576063667,4.4,1.57
2017-08-29-3,17.1,16.299999,-0.61707989,6.64,1.42
2017-08-29-4,17.34,17.349999,-0.489745944,8.53,2.22
2017-08-29-5,18.55,19.080001,0.34771962,5.84,5.24
2017-08-29-6,20.29,20.139999,0.32231405,2.84,4.44
2017-08-29-7,21.17,20.63,0.361493725,10.97,5.01
2017-08-29-8,22.46,22.34,0.206305479,7.51,5.88
2017-08-29-9,23.63,22.540001,0.238445057,3.18,5.13
2017-08-29-10,24.66,22.85,0.244872972,7.56,2.48
2017-08-29-11,25.35,22.89,0.280379553,4.21,3.49
2017-08-29-12,27.69,24.1,0.211815121,6.75,4.95
2017-08-29-13,28.51,23.58,0.198653199,4.28,1.74
2017-08-29-14,28.35,22.99,-0.589837772,1.87,1.53
2017-08-29-15,28.46,23.060001,-0.612488522,0.13,2.01
2017-08-29-16,28.69,23.25,-0.645852464,0.01,0
2017-08-29-17,28.68,24.249999,-0.546066728,0.9,1.04
2017-08-29-18,28.6,26.09,0.293541475,9.79,1.43
2017-08-29-19,28.47,21.679999,0.248239976,3.43,0.98
2017-08-29-20,28.39,22.85,0.213957759,5.5,1.42
2017-08-29-21,24.36,21.89,0.25956535,3.48,4.84
2017-08-29-22,21.32,17.57,0.19651056,3.14,5.39
2017-08-29-23,19.7,16.58,0.23936333,6.17,4.87
2017-08-30-0,19.28,19.289999,-0.631160086,5.62,3.38
2017-08-30-1,18.29,17.45,-0.610958066,4.48,1.86
2017-08-30-2,17.59,17.020001,-0.616161616,3.45,1.41
2017-08-30-3,17.06,15.619999,-0.621671258,6.56,2.05
2017-08-30-4,17.38,17.34,-0.464340373,6.68,1.86
2017-08-30-5,19.06,19.2,0.314661769,4.59,5.05
2017-08-30-6,20.29,20.01,0.251300888,4.41,5.73
2017-08-30-7,20.86,18.440001,0.248852158,3.04,5.6
2017-08-30-8,21.62,20.19,0.304254668,14.28,5.53
2017-08-30-9,23.1,20.88,0.23171105,5.58,4.62
2017-08-30-10,24.31,22.45,0.260483624,6.23,5.3
2017-08-30-11,25.89,24.27,0.217630854,8.2,2.29
2017-08-30-12,29.05,27.65,0.250382614,11.36,2.63
2017-08-30-13,31.88,29.22,0.201714111,11.17,4.93
2017-08-30-14,31.72,29.240001,-0.628711356,4.01,1.09
2017-08-30-15,33.94,41.63,-0.602999694,21.27,2.12
2017-08-30-16,37.34,50.08,-0.614018978,32.4,1.1
2017-08-30-17,37.7,38.17,-0.492806856,13.38,0.91
2017-08-30-18,32.07,31.42,0.202326293,2.59,4.99
2017-08-30-19,31.67,31.39,0.215794307,15.16,1.07
2017-08-30-20,32.29,34.91,0.184266912,18.91,1.15
2017-08-30-21,27.93,26.82,0.179063361,18.19,5.45
2017-08-30-22,22.89,21.83,-0.121518212,4.99,5.94
2017-08-30-23,20.71,20.08,0.188246097,4.24,6.21
